Customer_ID,Reference_Date,Geopolitical_Zone,State,Residence_Type,Age,Gender,Marital_Status,Education_Level,Occupation,Income_Regularity,Monthly_Income_NGN,Account_Type,Salary_Account,Tenure_Years,Account_Balance_NGN,Account_Balance_3M_Ago_NGN,Balance_Change_Pct_3M,Number_of_Products,Has_Debit_Card,Has_Credit_Card,Mobile_Banking,Internet_Banking,USSD_Banking,Preferred_Channel,Digital_Transaction_Share,Digital_Engagement,Monthly_Transactions_3M_Ago,Monthly_Transactions_Current,Transaction_Change_Pct_3M,Transaction_Frequency,Monthly_Transaction_Value_NGN,Months_Inactive_12M,Days_Since_Last_Transaction,Active_Member,Failed_Transactions_3M,Customer_Service_Contacts_6M,Complaints_6M,Unresolved_Complaints_6M,Average_Resolution_Days,Monthly_Bank_Fees_NGN,Fee_to_Income_Pct,Satisfaction_Score,Loan_Status,Loan_Amount_NGN,Credit_Score,Active_Account_at_Another_Bank,Churn_Within_6M
NGBK008105,2024-12-31,North West,Jigawa,Rural,37,Female,Married,Primary,Self-Employed,Variable,453000,Current,No,5.3,411900,303500,0.357,3,Yes,Yes,No,No,Yes,POS,0.48,Medium,16,15,-0.062,Medium,446400,2,16,Yes,2,0,0,0,0.0,3100,0.68,4,Current,3015000,683,No,No
NGBK008106,2024-12-31,North Central,FCT,Urban,44,Male,Single,HND/Bachelor,Unemployed,Variable,36000,Savings,No,3.4,16200,17200,-0.056,3,Yes,No,Yes,Yes,No,Mobile App,0.66,High,8,11,0.375,Medium,26600,4,1,No,1,0,0,0,0.0,1500,4.17,3,No Loan,0,705,Yes,No
NGBK008107,2024-12-31,North Central,Niger,Rural,52,Male,Married,Secondary,Private Employee,Regular,423000,Salary,Yes,5.1,565300,421900,0.34,2,Yes,No,Yes,Yes,Yes,USSD,0.39,High,20,16,-0.2,High,688100,4,12,No,0,0,0,0,0.0,1500,0.35,5,No Loan,0,730,No,No
NGBK008108,2024-12-31,South West,Oyo,Urban,55,Male,Married,HND/Bachelor,Business Owner,Variable,249000,Current,No,1.3,178900,156700,0.142,1,Yes,No,Yes,Yes,No,POS,0.19,High,20,17,-0.15,High,422900,2,20,Yes,1,0,0,0,0.0,1900,0.76,4,Current,936000,556,Yes,No
NGBK008109,2024-12-31,South South,Edo,Urban,58,Female,Single,Secondary,Retired,Irregular,108000,Savings,No,6.8,69600,64800,0.074,1,Yes,No,Yes,No,Yes,ATM,0.72,High,3,5,0.667,Low,68500,1,50,No,0,1,0,0,0.0,900,0.83,3,No Loan,0,780,Yes,No
NGBK008110,2024-12-31,North West,Kano,Urban,53,Female,Married,Secondary,Private Employee,Regular,287000,Salary,Yes,6.8,145000,185400,-0.218,2,No,No,Yes,Yes,No,Web Transfer,0.48,Medium,17,14,-0.176,Medium,510900,0,1,Yes,0,1,0,0,0.0,1800,0.63,4,No Loan,0,651,No,No
NGBK008111,2024-12-31,South West,Lagos,Urban,28,Male,Married,Postgraduate,Business Owner,Regular,642000,Salary,Yes,0.4,214700,177000,0.213,1,Yes,No,Yes,Yes,Yes,Mobile App,0.96,High,35,33,-0.057,Very High,2259900,1,1,Yes,0,0,0,0,0.0,2000,0.31,5,Completed,3542000,712,Yes,No
NGBK008112,2024-12-31,North Central,Niger,Urban,36,Female,Single,HND/Bachelor,Professional/Technician,Regular,250000,Salary,Yes,1.7,-220100,-261400,-0.158,1,Yes,No,Yes,Yes,No,ATM,0.69,High,25,23,-0.08,High,436200,2,7,Yes,1,1,0,0,0.0,1900,0.76,4,No Loan,0,621,No,No
NGBK008113,2024-12-31,South West,Lagos,Urban,34,Male,Single,OND/NCE,Professional/Technician,Variable,1254000,Savings,No,5.6,387300,337100,0.149,3,Yes,No,Yes,Yes,Yes,Web Transfer,0.66,High,16,12,-0.25,Medium,955500,1,6,Yes,0,1,0,0,0.0,1400,0.11,4,Current,2172000,788,No,No
NGBK008114,2024-12-31,South West,Ondo,Urban,34,Male,Single,Secondary,Professional/Technician,Regular,219000,Salary,Yes,0.5,156800,131000,0.197,1,Yes,Yes,Yes,Yes,No,ATM,0.66,High,12,16,0.333,High,184200,4,13,No,0,0,0,0,0.0,1800,0.82,4,No Loan,0,700,Yes,Yes
NGBK008115,2024-12-31,South West,Oyo,Urban,39,Male,Married,Postgraduate,Private Employee,Regular,220000,Savings,No,1.4,58500,50300,0.163,1,No,No,Yes,Yes,Yes,Branch,0.63,High,14,16,0.143,High,345100,3,1,Yes,0,0,0,0,0.0,1300,0.59,4,No Loan,0,613,No,No
NGBK008116,2024-12-31,North East,Yobe,Rural,35,Female,Separated/Widowed,Secondary,Business Owner,Irregular,207000,Savings,No,3.3,24300,20100,0.206,2,No,Yes,Yes,Yes,No,Mobile App,0.49,Medium,16,19,0.188,High,394700,0,16,Yes,0,1,0,0,0.0,1500,0.72,2,No Loan,0,606,No,No
NGBK008117,2024-12-31,North West,Kaduna,Urban,27,Male,Separated/Widowed,Postgraduate,Private Employee,Regular,269000,Salary,Yes,1.8,121600,148500,-0.181,2,No,No,Yes,Yes,Yes,Web Transfer,0.58,High,18,13,-0.278,Medium,255300,1,11,Yes,0,0,0,0,0.0,1800,0.67,4,No Loan,0,653,Yes,Yes
NGBK008118,2024-12-31,North West,Katsina,Rural,36,Male,Separated/Widowed,HND/Bachelor,Business Owner,Variable,290000,Savings,No,8.2,152800,157000,-0.027,1,No,No,Yes,Yes,No,Mobile App,0.37,Medium,10,8,-0.2,Medium,283700,1,4,Yes,0,0,0,0,0.0,800,0.28,5,No Loan,0,609,No,No
NGBK008119,2024-12-31,North Central,Plateau,Urban,37,Female,Married,OND/NCE,Business Owner,Variable,437000,Savings,No,1.8,28800,37600,-0.235,1,Yes,No,Yes,Yes,No,Web Transfer,0.84,High,11,15,0.364,Medium,747300,3,6,Yes,2,0,0,0,0.0,900,0.21,4,No Loan,0,519,No,No
NGBK008120,2024-12-31,South West,Ogun,Urban,50,Female,Married,HND/Bachelor,Unemployed,Irregular,66000,Savings,No,9.5,40000,51000,-0.215,1,Yes,No,Yes,Yes,Yes,POS,0.79,High,9,6,-0.333,Medium,38200,3,14,Yes,0,3,2,0,1.0,1400,2.12,3,No Loan,0,585,No,No
NGBK008121,2024-12-31,North Central,FCT,Urban,59,Female,Married,HND/Bachelor,Professional/Technician,Variable,1010000,Savings,No,3.2,799400,793100,0.008,1,No,No,No,No,No,Branch,0.19,Low,25,36,0.44,Very High,1084000,1,5,Yes,0,0,0,0,0.0,2300,0.23,3,Completed,5424000,534,No,Yes
NGBK008122,2024-12-31,South West,Osun,Urban,38,Male,Married,HND/Bachelor,Unemployed,Irregular,48000,Savings,No,1.1,4000,2900,0.357,1,Yes,No,Yes,Yes,Yes,POS,0.94,High,8,8,0.0,Medium,60400,2,9,Yes,0,0,0,0,0.0,1100,2.29,5,Delinquent,438000,549,Yes,No
NGBK008123,2024-12-31,North East,Bauchi,Urban,33,Male,Married,OND/NCE,Manager/Executive,Regular,637000,Salary,Yes,3.9,622300,512600,0.214,3,Yes,No,Yes,Yes,No,Mobile App,0.98,High,26,31,0.192,Very High,1417400,0,3,Yes,1,0,0,0,0.0,2100,0.33,5,Current,2881000,706,No,No
NGBK008124,2024-12-31,North West,Kano,Urban,42,Male,Single,HND/Bachelor,Civil Servant,Regular,231000,Salary,Yes,10.1,67100,69200,-0.03,2,Yes,No,Yes,No,No,POS,0.64,High,25,27,0.08,High,351300,2,0,Yes,0,0,0,0,0.0,1400,0.61,4,Current,4694000,701,No,No
NGBK008125,2024-12-31,South West,Lagos,Urban,31,Female,Married,Secondary,Business Owner,Variable,259000,Current,No,0.2,126300,85200,0.482,1,Yes,Yes,Yes,No,No,ATM,0.45,Medium,16,22,0.375,High,1169800,0,1,Yes,4,3,0,0,0.0,2200,0.85,4,Current,2676000,655,No,No
NGBK008126,2024-12-31,South West,Lagos,Urban,57,Male,Married,HND/Bachelor,Other,Variable,48000,Savings,No,2.8,16200,15100,0.071,1,Yes,No,No,Yes,Yes,Web Transfer,0.72,High,12,5,-0.583,Low,82600,2,50,No,0,2,1,1,4.5,1800,3.75,3,Current,175000,548,No,Yes
NGBK008127,2024-12-31,North Central,Kogi,Urban,26,Female,Married,HND/Bachelor,Private Employee,Regular,379000,Savings,No,1.6,224300,224700,-0.002,2,Yes,Yes,Yes,Yes,Yes,ATM,0.74,High,24,30,0.25,High,803500,4,6,No,2,0,0,0,0.0,2100,0.55,4,No Loan,0,667,No,No
NGBK008128,2024-12-31,North West,Katsina,Rural,41,Female,Married,HND/Bachelor,Private Employee,Regular,264000,Savings,No,2.4,109200,127400,-0.143,1,No,No,Yes,Yes,Yes,Mobile App,0.63,High,14,11,-0.214,Medium,316500,1,12,Yes,1,0,0,0,0.0,800,0.3,5,No Loan,0,657,No,No
NGBK008129,2024-12-31,South West,Lagos,Urban,31,Male,Married,Secondary,Artisan/Skilled Trade,Variable,61000,Savings,Yes,4.6,33000,39200,-0.159,1,Yes,No,Yes,Yes,Yes,POS,0.74,High,17,15,-0.118,Medium,47700,2,3,Yes,0,1,0,0,0.0,700,1.15,5,Current,454000,617,No,No
NGBK008130,2024-12-31,South South,Edo,Urban,38,Female,Married,HND/Bachelor,Professional/Technician,Regular,367000,Salary,Yes,5.5,143300,131300,0.091,2,Yes,No,Yes,Yes,No,Mobile App,0.51,High,25,33,0.32,Very High,520800,2,0,Yes,0,0,0,0,0.0,2400,0.65,5,Current,1232000,690,Yes,No
NGBK008131,2024-12-31,North Central,Kogi,Urban,30,Female,Single,Secondary,Self-Employed,Irregular,132000,Current,No,5.6,14400,17100,-0.157,3,Yes,No,Yes,No,No,Mobile App,0.45,Medium,11,11,0.0,Medium,173800,2,18,Yes,2,0,0,0,0.0,2600,1.97,4,Current,652000,557,No,No
NGBK008132,2024-12-31,North West,Kano,Rural,33,Female,Married,Secondary,Other,Regular,48000,Salary,Yes,1.9,76700,56500,0.357,2,Yes,No,Yes,No,No,Mobile App,0.35,Medium,18,15,-0.167,Medium,35400,3,10,Yes,0,1,0,0,0.0,2100,4.38,4,No Loan,0,669,Yes,No
NGBK008133,2024-12-31,South West,Lagos,Urban,41,Male,Married,Primary,Trader,Variable,126000,Savings,No,6.2,9700,14100,-0.312,2,Yes,Yes,No,Yes,Yes,POS,0.77,High,10,7,-0.3,Medium,105100,0,2,Yes,0,0,0,0,0.0,1800,1.43,4,Current,489000,606,Yes,No
NGBK008134,2024-12-31,South West,Lagos,Urban,39,Female,Married,OND/NCE,Private Employee,Variable,78000,Savings,No,4.3,22400,27800,-0.193,1,Yes,No,No,Yes,No,POS,0.41,Medium,13,9,-0.308,Medium,70500,2,7,Yes,2,0,0,0,0.0,1100,1.41,5,No Loan,0,600,No,No
NGBK008135,2024-12-31,North Central,Kogi,Rural,34,Male,Married,HND/Bachelor,Civil Servant,Variable,156000,Savings,No,2.3,135800,132500,0.025,2,Yes,No,Yes,No,Yes,ATM,0.51,High,30,23,-0.233,High,216000,2,1,Yes,0,0,0,0,0.0,1900,1.22,4,No Loan,0,525,No,No
NGBK008136,2024-12-31,South East,Anambra,Rural,45,Male,Married,Secondary,Self-Employed,Variable,159000,Current,No,10.6,133000,133000,0.0,2,Yes,No,Yes,Yes,No,POS,0.32,High,17,21,0.235,High,157800,2,1,Yes,0,0,0,0,0.0,2600,1.64,4,Current,593000,720,No,No
NGBK008137,2024-12-31,South West,Oyo,Urban,41,Female,Married,OND/NCE,Business Owner,Variable,722000,Current,No,2.3,308100,373500,-0.175,2,Yes,No,Yes,Yes,Yes,Web Transfer,0.58,High,25,21,-0.16,High,1880100,4,3,No,1,1,1,0,6.7,3200,0.44,2,No Loan,0,651,Yes,Yes
NGBK008138,2024-12-31,North East,Gombe,Rural,47,Male,Married,Primary,Self-Employed,Variable,70000,Current,No,17.5,37700,55800,-0.324,2,Yes,No,Yes,No,No,ATM,0.6,Medium,17,18,0.059,High,133500,4,3,No,0,0,0,0,0.0,2300,3.29,4,Delinquent,214000,613,Yes,No
NGBK008139,2024-12-31,North East,Bauchi,Urban,49,Female,Married,Secondary,Trader,Variable,88000,Current,No,5.6,50000,52000,-0.039,3,No,No,No,No,Yes,Mobile App,0.55,Medium,24,34,0.417,Very High,234500,1,4,Yes,1,0,0,0,0.0,3500,3.98,5,No Loan,0,627,No,No
NGBK008140,2024-12-31,North East,Adamawa,Urban,37,Male,Married,OND/NCE,Business Owner,Variable,552000,Current,No,1.0,748400,922800,-0.189,2,Yes,No,Yes,No,No,Branch,0.43,Medium,30,21,-0.3,High,595500,0,2,Yes,1,1,0,0,0.0,2000,0.36,3,Current,10617000,566,No,No
NGBK008141,2024-12-31,North West,Kaduna,Urban,52,Male,Separated/Widowed,OND/NCE,Trader,Variable,192000,Current,No,10.2,53500,64500,-0.17,3,Yes,No,Yes,Yes,No,Web Transfer,0.49,High,11,12,0.091,Medium,193300,2,17,Yes,1,0,0,0,0.0,2300,1.2,3,Current,845000,690,No,No
NGBK008142,2024-12-31,North Central,FCT,Urban,39,Male,Married,Secondary,Trader,Regular,151000,Savings,Yes,1.6,77700,60000,0.295,2,Yes,No,Yes,No,No,Mobile App,0.55,Medium,5,8,0.6,Medium,131700,1,21,Yes,0,0,0,0,0.0,1100,0.73,3,No Loan,0,603,No,No
NGBK008143,2024-12-31,South West,Ondo,Urban,47,Male,Single,HND/Bachelor,Manager/Executive,Regular,762000,Salary,Yes,1.1,1047400,1307600,-0.199,3,No,No,Yes,Yes,Yes,Web Transfer,0.83,High,26,25,-0.038,High,1029200,0,6,Yes,2,1,0,0,0.0,1900,0.25,4,Current,2223000,825,No,No
NGBK008144,2024-12-31,South East,Anambra,Urban,47,Male,Single,HND/Bachelor,Professional/Technician,Regular,359000,Salary,Yes,2.4,42200,57100,-0.261,1,Yes,No,Yes,Yes,Yes,Web Transfer,0.93,High,15,25,0.667,High,708600,1,5,Yes,2,0,0,0,0.0,1000,0.28,5,Delinquent,4162000,547,Yes,No
NGBK008145,2024-12-31,South South,Rivers,Urban,30,Male,Single,HND/Bachelor,Professional/Technician,Regular,358000,Savings,Yes,4.5,145400,121800,0.194,1,No,No,Yes,Yes,Yes,USSD,0.68,High,8,9,0.125,Medium,505500,2,7,Yes,1,2,1,0,1.9,1400,0.39,4,Current,1823000,649,Yes,No
NGBK008146,2024-12-31,North West,Kano,Urban,36,Female,Married,HND/Bachelor,Private Employee,Regular,203000,Savings,Yes,3.1,132700,105100,0.263,2,Yes,No,Yes,No,No,USSD,0.56,Medium,18,17,-0.056,High,279700,2,19,Yes,0,0,0,0,0.0,800,0.39,4,No Loan,0,605,Yes,No
NGBK008147,2024-12-31,South West,Oyo,Urban,41,Male,Married,HND/Bachelor,Civil Servant,Regular,298000,Salary,Yes,2.4,273500,291900,-0.063,1,Yes,No,Yes,Yes,Yes,Mobile App,0.44,High,27,19,-0.296,High,379100,0,12,Yes,0,2,0,0,0.0,1700,0.57,4,No Loan,0,562,No,No
NGBK008148,2024-12-31,South West,Lagos,Urban,50,Male,Single,Primary,Unemployed,Irregular,20000,Savings,No,1.2,15200,13400,0.131,1,Yes,No,Yes,No,Yes,Mobile App,0.58,High,25,29,0.16,High,54800,3,4,Yes,2,1,1,0,14.4,1600,8.0,3,No Loan,0,597,Yes,No
NGBK008149,2024-12-31,South West,Lagos,Urban,28,Male,Separated/Widowed,Secondary,Trader,Variable,214000,Savings,No,3.5,77500,63500,0.22,1,Yes,No,Yes,Yes,No,Web Transfer,0.41,High,11,11,0.0,Medium,228900,3,1,Yes,1,1,0,0,0.0,1400,0.65,4,No Loan,0,673,No,No
NGBK008150,2024-12-31,North Central,Niger,Urban,38,Female,Married,Secondary,Professional/Technician,Regular,170000,Salary,Yes,6.5,515900,838900,-0.385,1,Yes,No,Yes,Yes,Yes,USSD,0.98,High,20,20,0.0,High,297300,1,7,Yes,1,0,0,0,0.0,2000,1.18,4,No Loan,0,578,No,No
NGBK008151,2024-12-31,South South,Rivers,Urban,43,Male,Single,HND/Bachelor,Private Employee,Variable,299000,Savings,No,4.3,163300,108500,0.505,2,Yes,Yes,Yes,Yes,No,Mobile App,0.5,High,16,21,0.312,High,398900,3,7,Yes,1,0,0,0,0.0,1200,0.4,3,No Loan,0,566,No,No
NGBK008152,2024-12-31,South West,Oyo,Urban,53,Male,Separated/Widowed,Secondary,Artisan/Skilled Trade,Variable,32000,Savings,Yes,16.0,69800,57600,0.212,3,Yes,No,No,No,No,POS,0.33,Medium,11,11,0.0,Medium,28900,4,17,No,0,0,0,0,0.0,1600,5.0,3,Current,651000,671,No,No
NGBK008153,2024-12-31,South East,Enugu,Rural,50,Female,Separated/Widowed,Secondary,Civil Servant,Variable,53000,Savings,No,4.2,25000,26400,-0.052,2,Yes,No,Yes,No,No,Mobile App,0.17,Medium,9,8,-0.111,Medium,31800,0,3,Yes,0,2,1,0,2.6,1300,2.45,4,Current,290000,689,Yes,No
NGBK008154,2024-12-31,North West,Kebbi,Rural,26,Female,Single,HND/Bachelor,Student,Irregular,74000,Student,No,0.4,33200,34100,-0.027,2,No,No,Yes,No,No,Mobile App,0.36,Medium,15,12,-0.2,Medium,104200,3,2,Yes,2,2,0,0,0.0,900,1.22,4,No Loan,0,599,No,Yes
NGBK008155,2024-12-31,North Central,FCT,Urban,34,Male,Separated/Widowed,HND/Bachelor,Unemployed,Irregular,38000,Savings,No,1.8,23200,32300,-0.282,3,Yes,No,Yes,Yes,No,POS,0.63,High,7,10,0.429,Medium,61000,0,8,Yes,0,0,0,0,0.0,1500,3.95,5,Current,366000,667,No,No
NGBK008156,2024-12-31,North Central,Nasarawa,Urban,19,Female,Single,HND/Bachelor,Student,Irregular,79000,Student,No,1.6,144900,156600,-0.075,1,Yes,No,Yes,Yes,Yes,ATM,0.66,High,27,20,-0.259,High,135000,3,2,Yes,0,0,0,0,0.0,1000,1.27,5,No Loan,0,608,No,Yes
NGBK008157,2024-12-31,North Central,Niger,Urban,71,Female,Married,Secondary,Retired,Regular,307000,Savings,No,0.7,451000,467800,-0.036,2,Yes,No,Yes,No,Yes,Branch,0.61,High,7,6,-0.143,Medium,331700,3,19,Yes,0,0,0,0,0.0,1200,0.39,3,No Loan,0,626,No,No
NGBK008158,2024-12-31,North East,Gombe,Urban,33,Male,Single,No formal,Business Owner,Variable,558000,Current,No,9.4,1159500,1218000,-0.048,6,Yes,Yes,Yes,Yes,No,POS,0.69,High,29,30,0.034,High,593700,0,4,Yes,0,0,0,0,0.0,3800,0.68,4,Current,833000,773,No,No
NGBK008159,2024-12-31,North Central,Kogi,Rural,52,Female,Married,OND/NCE,Artisan/Skilled Trade,Variable,136000,Savings,Yes,5.8,19000,15900,0.196,1,Yes,No,Yes,No,Yes,ATM,0.58,High,17,16,-0.059,High,279100,0,5,Yes,1,2,0,0,0.0,1200,0.88,4,No Loan,0,672,Yes,No
NGBK008160,2024-12-31,North Central,Nasarawa,Urban,34,Male,Single,HND/Bachelor,Manager/Executive,Regular,1437000,Salary,Yes,2.4,597600,727000,-0.178,5,Yes,Yes,No,Yes,Yes,ATM,0.65,High,30,34,0.133,Very High,2675400,1,3,Yes,0,0,0,0,0.0,3200,0.22,4,Current,6085000,665,No,No
NGBK008161,2024-12-31,North West,Kaduna,Urban,32,Male,Separated/Widowed,HND/Bachelor,Private Employee,Regular,497000,Salary,No,5.0,720400,619400,0.163,3,Yes,No,Yes,No,No,POS,0.6,High,21,23,0.095,High,1375500,0,1,Yes,2,2,2,1,6.9,2500,0.5,1,Current,9580000,648,Yes,No
NGBK008162,2024-12-31,North West,Kano,Rural,29,Male,Single,Primary,Private Employee,Regular,135000,Savings,No,0.7,48900,40500,0.207,1,Yes,No,Yes,Yes,Yes,USSD,0.62,High,11,14,0.273,Medium,197500,3,5,Yes,0,0,0,0,0.0,1100,0.81,3,No Loan,0,625,No,No
NGBK008163,2024-12-31,North Central,FCT,Rural,61,Female,Married,Secondary,Trader,Regular,204000,Salary,Yes,6.5,38300,37500,0.021,2,Yes,No,Yes,Yes,Yes,ATM,0.31,High,11,12,0.091,Medium,190800,3,17,Yes,0,1,0,0,0.0,1500,0.74,5,Completed,2590000,689,No,No
NGBK008164,2024-12-31,South South,Rivers,Rural,33,Male,Single,Secondary,Student,Variable,48000,Student,No,3.3,10300,10000,0.029,1,Yes,No,Yes,No,No,Branch,0.36,Medium,10,11,0.1,Medium,44500,1,2,Yes,0,0,0,0,0.0,900,1.88,5,No Loan,0,628,No,No
NGBK008165,2024-12-31,South West,Oyo,Urban,36,Male,Single,HND/Bachelor,Professional/Technician,Irregular,680000,Savings,No,7.9,182600,208000,-0.122,2,Yes,No,Yes,Yes,No,POS,0.59,High,25,31,0.24,Very High,1777400,2,2,Yes,2,2,1,0,2.5,1900,0.28,5,Completed,1273000,695,No,No
NGBK008166,2024-12-31,North Central,Benue,Urban,36,Male,Married,Secondary,Unemployed,Regular,30000,Salary,Yes,1.4,7800,7300,0.075,1,Yes,Yes,Yes,Yes,Yes,Mobile App,0.75,High,21,26,0.238,High,73000,2,3,Yes,2,1,0,0,0.0,1900,6.33,4,No Loan,0,753,No,No
NGBK008167,2024-12-31,South East,Imo,Urban,29,Female,Single,HND/Bachelor,Professional/Technician,Variable,262000,Savings,No,1.6,166500,167500,-0.006,4,Yes,No,Yes,No,Yes,POS,0.68,High,22,25,0.136,High,311200,1,5,Yes,0,1,1,1,3.7,1500,0.57,5,No Loan,0,672,No,No
NGBK008168,2024-12-31,South East,Enugu,Urban,30,Male,Single,Primary,Self-Employed,Irregular,41000,Current,No,4.1,35700,30200,0.184,1,No,No,Yes,Yes,No,Mobile App,0.44,High,24,29,0.208,High,72500,3,5,Yes,1,0,0,0,0.0,2400,5.85,4,No Loan,0,630,No,No
NGBK008169,2024-12-31,North West,Sokoto,Rural,43,Male,Married,Primary,Artisan/Skilled Trade,Variable,80000,Savings,No,4.8,103800,106700,-0.027,3,Yes,Yes,Yes,Yes,Yes,Web Transfer,0.66,High,21,18,-0.143,High,96500,2,8,Yes,0,1,1,0,3.4,2500,3.12,3,Delinquent,763000,578,No,No
NGBK008170,2024-12-31,South West,Oyo,Rural,39,Male,Married,Secondary,Trader,Variable,98000,Savings,No,0.8,64800,67000,-0.033,1,No,No,Yes,Yes,No,Branch,0.35,Medium,23,25,0.087,High,211700,2,7,Yes,0,0,0,0,0.0,1900,1.94,4,No Loan,0,667,Yes,No
NGBK008171,2024-12-31,South East,Abia,Urban,31,Male,Single,OND/NCE,Trader,Irregular,120000,Current,No,5.9,102600,112000,-0.084,1,Yes,No,Yes,Yes,No,POS,0.77,High,24,19,-0.208,High,223800,1,14,Yes,1,1,1,1,13.9,1400,1.17,3,No Loan,0,578,No,No
NGBK008172,2024-12-31,North West,Kano,Rural,62,Female,Single,Secondary,Trader,Irregular,26000,Savings,Yes,8.3,14900,15600,-0.046,1,Yes,No,Yes,No,Yes,Branch,0.44,High,12,7,-0.417,Medium,12900,3,3,Yes,1,0,0,0,0.0,1700,6.54,5,No Loan,0,568,No,No
NGBK008173,2024-12-31,North West,Sokoto,Rural,26,Female,Single,Secondary,Other,Regular,44000,Salary,Yes,4.1,21200,21900,-0.03,3,Yes,No,No,Yes,No,POS,0.39,High,26,31,0.192,Very High,95800,0,2,Yes,0,0,0,0,0.0,2000,4.55,4,No Loan,0,638,No,No
NGBK008174,2024-12-31,South South,Akwa Ibom,Urban,38,Male,Single,Postgraduate,Professional/Technician,Irregular,414000,Savings,No,2.4,105000,107500,-0.023,1,Yes,Yes,Yes,Yes,Yes,USSD,0.72,High,30,28,-0.067,High,1032400,3,6,Yes,2,0,0,0,0.0,1500,0.36,3,No Loan,0,684,No,No
NGBK008175,2024-12-31,North Central,Niger,Rural,42,Male,Married,OND/NCE,Self-Employed,Variable,280000,Current,No,1.0,49100,44200,0.111,1,No,No,Yes,Yes,Yes,Mobile App,0.68,High,7,11,0.571,Medium,277200,2,18,Yes,0,0,0,0,0.0,1800,0.64,4,Completed,1139000,665,Yes,No
NGBK008176,2024-12-31,South South,Edo,Urban,34,Female,Single,HND/Bachelor,Self-Employed,Variable,307000,Current,No,2.4,373400,330200,0.131,2,Yes,No,Yes,Yes,No,POS,0.55,High,8,5,-0.375,Low,362700,3,42,No,1,0,0,0,0.0,1900,0.62,4,No Loan,0,734,Yes,Yes
NGBK008177,2024-12-31,South East,Ebonyi,Rural,26,Male,Married,Postgraduate,Trader,Irregular,68000,Savings,No,1.7,20900,21200,-0.015,1,Yes,No,Yes,Yes,Yes,Mobile App,0.81,High,3,2,-0.333,Low,52900,1,12,No,0,1,0,0,0.0,1200,1.76,3,Completed,108000,668,No,No
NGBK008178,2024-12-31,South South,Bayelsa,Rural,43,Female,Married,HND/Bachelor,Professional/Technician,Regular,503000,Salary,Yes,1.8,180400,172500,0.046,4,Yes,No,Yes,Yes,Yes,Mobile App,0.69,High,25,30,0.2,High,1266600,2,4,Yes,1,0,0,0,0.0,2300,0.46,4,Current,7730000,736,No,No
NGBK008179,2024-12-31,South West,Ogun,Rural,35,Male,Single,Secondary,Business Owner,Regular,402000,Current,No,4.7,226400,214600,0.055,1,Yes,Yes,Yes,Yes,No,Mobile App,0.54,High,10,12,0.2,Medium,325500,0,11,Yes,1,1,0,0,0.0,2500,0.62,4,No Loan,0,644,No,No
NGBK008180,2024-12-31,North West,Kano,Urban,41,Female,Married,Secondary,Professional/Technician,Regular,348000,Salary,Yes,5.4,1645300,1408600,0.168,4,Yes,Yes,Yes,Yes,No,POS,0.67,High,48,44,-0.083,Very High,869800,1,5,Yes,0,1,0,0,0.0,3000,0.86,5,No Loan,0,661,No,No
NGBK008181,2024-12-31,North West,Kaduna,Rural,47,Male,Married,Secondary,Trader,Irregular,114000,Current,No,3.2,29200,26400,0.105,2,Yes,Yes,No,Yes,Yes,Web Transfer,0.59,High,24,33,0.375,Very High,331900,1,6,Yes,0,0,0,0,0.0,3100,2.72,4,No Loan,0,646,Yes,No
NGBK008182,2024-12-31,North West,Jigawa,Rural,42,Male,Married,Secondary,Private Employee,Irregular,181000,Savings,No,9.8,172400,169200,0.019,1,Yes,No,Yes,Yes,Yes,Mobile App,0.67,High,11,11,0.0,Medium,285800,1,14,Yes,0,0,0,0,0.0,800,0.44,5,Current,869000,575,Yes,No
NGBK008183,2024-12-31,South South,Delta,Rural,35,Male,Single,Secondary,Civil Servant,Regular,324000,Salary,Yes,2.7,42600,35600,0.195,2,Yes,No,Yes,No,Yes,Mobile App,0.68,High,16,19,0.188,High,486800,2,4,Yes,0,0,0,0,0.0,1800,0.56,4,Current,4083000,651,No,No
NGBK008184,2024-12-31,North West,Kaduna,Rural,53,Female,Married,Primary,Artisan/Skilled Trade,Regular,74000,Savings,Yes,8.5,22500,30800,-0.27,2,Yes,No,No,No,Yes,Branch,0.16,Medium,22,26,0.182,High,143400,1,5,Yes,1,1,0,0,0.0,1600,2.16,5,Completed,352000,692,No,No
NGBK008185,2024-12-31,North West,Kano,Urban,44,Male,Married,Postgraduate,Private Employee,Regular,722000,Savings,Yes,8.7,1597900,1604300,-0.004,4,Yes,Yes,Yes,Yes,No,Mobile App,0.74,High,21,27,0.286,High,1843900,2,5,Yes,0,0,0,0,0.0,2300,0.32,3,No Loan,0,581,No,No
NGBK008186,2024-12-31,North East,Borno,Urban,63,Female,Separated/Widowed,Secondary,Trader,Variable,171000,Current,No,6.2,28300,24300,0.166,1,Yes,No,Yes,No,No,POS,0.39,Medium,13,15,0.154,Medium,191100,2,1,Yes,0,1,1,1,11.9,2200,1.29,3,Current,1070000,637,Yes,No
